0	1	-7399.17
0.314159	1	0
0.628319	0.901304	-0.314159
0.942478	0.703912	-0.628319
1.25664	0.417565	-0.911472
1.5708	0.0617441	-1.13261
1.88496	-0.335288	-1.26379
2.19911	-0.738415	-1.28319
2.51327	-1.10845	-1.17786
2.82743	-1.40561	-0.945877
3.14159	-1.59336	-0.597648
3.45575	-1.64239	-0.156064
3.76991	-1.53416	0.344506
4.08407	-1.26383	0.860478
4.39823	-0.842091	1.34245
4.71239	-0.295613	1.73949
5.02655	0.333976	2.00405
5.34071	0.992742	2.09691
5.65487	1.61854	1.99199
5.96903	2.14637	1.68011
6.28319	2.51445	1.17163
6.59734	2.67069	0.497332
6.9115	2.57876	-0.292605
7.22566	2.22325	-1.13163
7.53982	1.61323	-1.94177
7.85398	0.783777	-2.64023
8.16814	-0.204893	-3.14704
8.4823	-1.27092	-3.39327
8.79646	-2.31672	-3.3289
9.11062	-3.23709	-2.92963
9.42478	-3.92881	-2.20181
9.73894	-4.30104	-1.18484
10.0531	-4.28551	0.0494287
10.3673	-3.84549	1.40064
10.6814	-2.9825	2.74697
10.9956	-1.73998	3.95507
11.3097	-0.203096	4.89205
11.6239	1.50552	5.43868
11.9381	3.23417	5.50248
12.2522	4.81424	5.02951
12.5664	6.07511	4.01347
12.8805	6.86083	2.50103
13.1947	7.04696	0.592478
13.5088	6.55596	-1.56292
13.823	5.36945	-3.77678
14.1372	3.53589	-5.8364
14.4513	1.17239	-7.52326
14.7655	-1.54009	-8.63409
15.0796	-4.36828	-9.00241
15.3938	-7.04447	-8.51857
15.708	-9.28953	-7.14624
16.0221	-10.8393	-4.93315
16.3363	-11.4723	-2.01476
16.6504	-11.0354	1.39052
16.9646	-9.46632	4.99464
17.2788	-6.80806	8.46152
17.5929	-3.2155	11.4355
17.9071	1.04898	13.5743
18.2212	5.63082	14.5844
18.5354	10.1091	14.2549
18.8496	14.0317	12.4859
19.1637	16.9565	9.31005
19.4779	18.4965	4.90186
19.792	18.3629	-0.42519
20.1062	16.4038	-6.23604
20.4204	12.6324	-12.0049
20.7345	7.24191	-17.1583
21.0487	0.604698	-21.1269
21.3628	-6.74726	-23.402
21.677	-14.1589	-23.592
21.9911	-20.9046	-21.4723
22.3053	-26.2529	-17.0241
22.6195	-29.538	-10.4567
22.9336	-30.232	-2.20915
23.2478	-28.0108	7.07048
23.5619	-22.8057	16.5682
23.8761	-14.8361	25.368
24.1903	-4.61571	32.5326
24.5044	7.06898	37.1935
24.8186	19.2092	38.6436
25.1327	30.6518	36.4228
25.4469	40.1985	30.3881
25.7611	46.72	20.7585
26.0752	49.274	8.12978
26.3894	47.217	-6.54772
26.7035	40.2968	-22.0276
27.0177	28.7165	-36.8613
27.3319	13.1591	-49.5209
27.646	-5.23259	-58.5424
27.9602	-24.923	-62.6765
28.2743	-44.0969	-61.0326
28.5885	-60.8111	-53.2028
28.9027	-73.173	-39.3493
29.2168	-79.5332	-20.245
29.531	-78.6715	2.74302
29.8451	-69.9601	27.7291
30.1593	-53.4842	52.4445
30.4734	-30.1035	74.4231
30.7876	-1.4441	91.2256
31.1018	30.1864	100.683
31.4159	61.9594	101.137
31.7301	90.7531	91.6533
32.0442	113.432	72.1882
32.3584	127.153	43.6772
32.6726	129.68	8.04162
32.9867	119.656	-31.9048
33.3009	96.8344	-72.6448
33.615	62.2028	-110.236
33.9292	18.0139	-140.657
34.2434	-32.3141	-160.199
